userName,score,at,content
Pengguna Google,1,2023-02-14 11:57:50,TIDAK BISA DI AKSES PADAHAL KONEKSI INTERNET BAGUS DAN LANCAR👎
Pengguna Google,3,2023-02-14 11:29:02,Mungkin lebih baik jika utk verivikasi dan validasi bisa di ubah secara online dan tdk perlu datang ke dukcapil...
Pengguna Google,1,2023-02-14 11:16:57,Buat ios bagaimana? Masa cuma pengguna android yang bisa registrasi
Pengguna Google,3,2023-02-14 11:06:55,"3bintang dulu,ini mah jg kudu ke kantor dukcapil dulu untuk dapat kode barcode nya"
Pengguna Google,4,2023-02-14 10:59:43,Ok mempermudah
Pengguna Google,3,2023-02-14 10:58:03,semoga bermanfaat
Pengguna Google,1,2023-02-14 10:45:50,"Onlen tapi harus sken barkod di dukcapil, sebenernya ini onlen apa oplen?"
Pengguna Google,1,2023-02-14 10:45:44,Cara scan barkotnya gmn
Pengguna Google,1,2023-02-14 10:33:24,Preeeeet ujung2 nya masih butuh petugas dukcapil
Pengguna Google,3,2023-02-14 10:23:44,Lenapah gabisa di buka
Pengguna Google,1,2023-02-14 09:54:47,"Katanya di mendagri orang"" pinter,masa bikin app aja msh gagal alias gk bisa di buka,ijazahnya dpt nembak semua kali ya."
Pengguna Google,1,2023-02-14 09:48:40,"Saya sudah 3x unduh dan install lalu uninstall kembali aplikasi ini, terakhir saya sudah mencoba lakukan verivikasi data tapi diarahkan ke kantor camat atau discakpil sedangkan posisi jauh... Kok malah ribet ya harus ke kantor camat/discakpil lagi... Hadeuuuhhh.... Ribet n lieur...👎👎👎"
Pengguna Google,5,2023-02-14 09:46:14,Mantap aplikasix
Pengguna Google,1,2023-02-14 09:31:55,"Diberitakan di media bahwa verifikasi bisa lewat Zoom selain ke kantor Dukcapil. Begitu setelah foto, malah disuruh scan code ke Dukcapil. Antara berita dan kenyataan berbeda."
Pengguna Google,1,2023-02-14 09:29:45,Laah kudu ke Capil Juga... Buat Scand Barcode nya.. hadeuuuh
Pengguna Google,1,2023-02-14 09:26:17,"Setelah dibuka apk nya, disuruh isi NIK, email, foto selfi wajah, scan barcode, trus saya scan barcode di KK, ...eh ternyata muncul tulisan ""token persetujuan invalid"". Masyarakat disuruh berubah, Kemendagri yg membawahi dukcapil yg tidak merubah lebih baik. Maunya apa ini😞😞😞🤥"
Pengguna Google,5,2023-02-14 09:25:38,Mantap sekarang serba digital Lebih aman
Pengguna Google,3,2023-02-14 09:09:16,Scan QR apa ? Masa mau daftar harus scan QR RIBET
Pengguna Google,1,2023-02-14 08:59:59,Aplikasi rawan hack
Pengguna Google,1,2023-02-14 08:48:16,Harusnya pas apk di tutup .pas mau buka lagi harus masukan pin lagi .ini tidak ..apk di tutup pas di buka langsung masuk tidak harus masuk pin lagi .rawan kalo hp nya ilang atw gimana kan ..takun di salah gunakan orang tidak bertanggung jawab
Mulyono Satriyo,5,2023-02-14 08:44:04,Bagus
Pengguna Google,5,2023-02-14 08:39:37,Dukcapil bisa
Pengguna Google,3,2023-02-14 08:31:27,"Sistem yang baik tp masih lambat koneksinya, belum responsif ..."
Pengguna Google,5,2023-02-14 08:26:17,Canggih
Pengguna Google,5,2023-02-14 08:24:30,Bagus
Pengguna Google,1,2023-02-14 08:15:06,"Kurang puas ,,, ttp j ke dukcapil buat barcode... bikin sussah. Rumit"
Pengguna Google,5,2023-02-14 08:13:06,Mantap
Pengguna Google,1,2023-02-14 08:11:10,Pindai kode qr yang diberikan petugas dukcapil untuk verifikasi dan validasi? Mampir ke Dukcapil dulu atau gmn ini? Malah lebih baik BPJS dan NPWP yang bisa dilakukan benar2 secara digital. E-KTP? KTP Digital?
Pengguna Google,5,2023-02-14 08:09:19,Sangat membantu dan solutif
Pengguna Google,2,2023-02-14 08:06:55,"hbs ambil poto nunggu qr sampe tidur blom muncul"""
Pengguna Google,5,2023-02-14 08:05:08,Mantaaaap..pelayaanan cepaat..
Pengguna Google,1,2023-02-14 08:03:54,Bagus
Pengguna Google,5,2023-02-14 08:02:18,"bagus kok, lebih praktis terintegrasi"
Pengguna Google,5,2023-02-14 07:58:35,Sangat membantu
Pengguna Google,5,2023-02-14 07:56:37,Mantap
Pengguna Google,5,2023-02-14 07:47:02,Dukcapil 1706 mantap
Pengguna Google,1,2023-02-14 07:47:00,"Masa harus scan barcode lagi ke dukcapil. Merepotkan,sama aja bohong kalo gitu. Saya harus ke dukcapil harus ngurus barcode. Katanya mempermudah. Mending pake KTP biasa aja ,kecil kemungkinan identitas kita bocor."
Pengguna Google,5,2023-02-14 07:40:09,Ok
Pengguna Google,5,2023-02-14 07:39:11,"Aplikasi yang bagus sekali, bisa meringankan saat lupa membawa krtu identitas"
Pengguna Google,5,2023-02-14 07:33:34,Mantap
Pengguna Google,5,2023-02-14 07:32:01,Sangat memudahkan sekali untuk mencari dokumen kependudukan jadi kita ga perlu repot². Tinggal satu genggaman. Wajib Download ini!!!
Pengguna Google,5,2023-02-14 07:22:26,Mantap dukcapil mukomuko
Pengguna Google,5,2023-02-14 07:21:55,Mantaapppp
Pengguna Google,5,2023-02-14 07:20:52,Dukcapil bisa
Pengguna Google,5,2023-02-14 07:16:28,mantap pokok nya
Pengguna Google,1,2023-02-14 07:10:34,Gak bisa di gunakan.. dah berulang kali isi identitas.. y tetap gitu terus.. trus suruh ngisi identitas truss... Piyeeeee kieee aplikasine pak Mentri dalam negri
Pengguna Google,5,2023-02-14 07:09:47,Sangat puas
Pengguna Google,1,2023-02-14 06:59:15,Ngapain masih harus ke kantor dukcapil
Pengguna Google,5,2023-02-14 06:53:57,"sangat membantu, terima kasih"
Pengguna Google,5,2023-02-14 06:52:27,Oke sip
Pengguna Google,1,2023-02-14 06:52:10,"Susah sekali walau hanya sekedar menginstall. Kalo belum siap kenapa di luncurkan??. Kebiasaan pegawai pemerintah ya seperti ini, hanya menghambur hamburkan anggaran membuat aplikasi yg belum siap.. payah"
Pengguna Google,5,2023-02-14 06:46:19,Ok
Pengguna Google,5,2023-02-14 06:44:40,mantap
Pengguna Google,5,2023-02-14 06:36:38,Sistemnya oke akhirnya terintegrasi semua
Pengguna Google,1,2023-02-14 06:22:03,tidak bisa dibuka coba lagi & coba lagi padahal jaringan bagus saran sy mohon di oftimalkan kembali Apk nya sementara sy kasi bintang 1 setelah dioftimalkan Apk nya baru sy kasi bintang 5
Pengguna Google,5,2023-02-14 06:20:48,Adanya IKD ini memberi kemudahan untuk pendataan 👍🙏
Pengguna Google,5,2023-02-14 05:53:06,Keren
Pengguna Google,5,2023-02-14 05:49:09,Lancar jaya thanks yaa
Pengguna Google,5,2023-02-14 05:47:18,Pelayanan bagus
Pengguna Google,5,2023-02-14 05:40:54,Aplikasi mantap dan bermanfaat
Pengguna Google,1,2023-02-14 05:33:03,"Ngapai harus ke dukcapil LG untuk ambil barcode nya, digital ya digital ngapai di buat ribett. Kan bisa otomatis kirim barcode ke WhatsApp. Biar tau ada orang nya secara fisik kan bisa cs nya vc dengan orang nya. Ribet ribetttttt"
Pengguna Google,5,2023-02-14 05:28:12,Mantep dech....
Pengguna Google,5,2023-02-14 05:24:57,mantap
Pengguna Google,5,2023-02-14 05:16:12,"Sangat mudah dan bermanfaat untuk kedepannya,"
Pengguna Google,5,2023-02-14 05:14:31,"Buat KTP makin cepet semenjak ada app ini, orang2 Capil nya pun baik2,terimakasih"
Pengguna Google,5,2023-02-14 05:06:54,Mudah dan cepat....
Pengguna Google,5,2023-02-14 04:58:25,Sangat membantu
Pengguna Google,5,2023-02-14 04:58:18,Pelanyanannya baguuuus
Pengguna Google,5,2023-02-14 04:58:09,Pelayanan yang sangat memuaskan.
Pengguna Google,1,2023-02-14 04:56:29,"Percuma bikin aplikasi kalau ujung-ujungnya harus ke kantor ketemu sm petugas yg pasti nya lama pelayanan nya... Era digital begini harus kerja cepat, tinggalkan cara lama"
Pengguna Google,5,2023-02-14 04:54:38,Dukcapil Bisa...Bisa...Gisa
Pengguna Google,1,2023-02-14 04:53:46,scan qr masih ke kantor sukcapil terdekat percuma pakai online
Pengguna Google,5,2023-02-14 04:47:28,Cepat & puas
Pengguna Google,5,2023-02-14 04:46:54,Pelayanannya bagus
Pengguna Google,1,2023-02-14 04:44:02,Ribetnya harus minta qr code ke capil. Padahal seharusnya cukup face recognition lanjut dikirim qr code lewat email terdaftar.
Pengguna Google,5,2023-02-14 04:42:37,"Aplikasinya simpel, mudah di pahami"
Pengguna Google,5,2023-02-14 04:38:44,Bagus untuk kedepannya
Pengguna Google,5,2023-02-14 04:29:12,Sangat baik pelayanannya
Pengguna Google,5,2023-02-14 04:27:06,Pelayanan ktp di gital prosesnya bagus.
Pengguna Google,5,2023-02-14 04:26:28,Aplikasinya bermanfaat semua data tersedia.
Pengguna Google,5,2023-02-14 04:21:02,Bagus
Pengguna Google,5,2023-02-14 04:14:15,Bagus
Pengguna Google,5,2023-02-14 04:14:13,Mantap
Pengguna Google,2,2023-02-14 04:12:19,"Harus scan Barcode ke Dukcapil, apakah semua Masyarakat harus berbondong"" ke Dukcapil ???"
Pengguna Google,5,2023-02-14 04:10:40,Bagus pelayanannya.
Pengguna Google,5,2023-02-14 04:05:46,pelayanan bagus dan cepat... juosss
Pengguna Google,5,2023-02-14 04:02:24,Top
Pengguna Google,5,2023-02-14 04:00:51,Moga bermanfaat
Pengguna Google,5,2023-02-14 03:58:28,Mantap
Pengguna Google,5,2023-02-14 03:57:01,Moga bermanfaat
Pengguna Google,5,2023-02-14 03:53:56,Bagus
Pengguna Google,1,2023-02-14 03:53:44,Daftar ke apk harus scan barcod dulu ke dukcapil. Nggak efisien dan efektif.
Pengguna Google,5,2023-02-14 03:53:06,Istimewa 👍👍👍👍👍👍👍👍👍👍
Pengguna Google,5,2023-02-14 03:51:21,Sangat baik
Pengguna Google,5,2023-02-14 03:36:38,Bagus
Pengguna Google,5,2023-02-14 03:36:29,Sangat membantu
Pengguna Google,5,2023-02-14 03:34:00,Go digital
Pengguna Google,4,2023-02-14 03:27:33,"Segi layanannya bagus dan ramah, aplikasi yang memudahkan dan bermanfaat di era digital, ada pin juga yang bisa diganti. Sukses terus"
Pengguna Google,5,2023-02-14 03:27:29,"Aplikasi banyak manfaatnya dan merupakan program dari pemerintah, mari kita laksanakan."
Pengguna Google,5,2023-02-14 03:24:56,Sangat mudah dan cepat
Pengguna Google,5,2023-02-14 03:24:38,Aplikasinya mantap
Pengguna Google,5,2023-02-14 03:23:23,Aplikasi yang bagus agar kita tidak repot lagi untuk membawa dokumen
Pengguna Google,3,2023-02-14 03:22:10,"Tolong tambahkan fitur download file, agar gambar file dapat digunakan dengan resolusi yang baik untuk dipergunakan sebagai kelengkapan dokumen seperti melamar pekerjaan; persyaratan tertentu dan lain sebagainya. Sebab file di handphone terlihat pecah dan bila di screenshot akan lebih pecah lagi pixelnya. Semoga diperhatikan. Terima kasih."
Pengguna Google,5,2023-02-14 03:19:18,Pelayanan dukcapil di Undip super prima. Matursuwun mas dan mbak petugas
Pengguna Google,5,2023-02-14 03:16:20,Sangat bermanfaat n fast response. Terima kasih Dukcapil....
Pengguna Google,3,2023-02-14 03:12:35,Pakai QR code hrs ke petugas gak bisa online
Pengguna Google,5,2023-02-14 03:01:08,Ok...
Pengguna Google,5,2023-02-14 03:01:04,Mantabbb
Pengguna Google,5,2023-02-14 03:00:36,Memuaskan.
Pengguna Google,5,2023-02-14 02:58:55,Bagus
Pengguna Google,5,2023-02-14 02:57:21,Ok
Pengguna Google,5,2023-02-14 02:51:58,untuk mendapatkan kode QR dari petugas Dukcapil di kirim lewat email apa kita datang ke kantor Disdukcapil kota/kabupaten. Mohon informasinya kak.... terimakasih
Pengguna Google,5,2023-02-14 02:50:46,Harus di update pak biar bisa ganti foto ktp pak
Pengguna Google,1,2023-02-14 02:48:00,"Paketan banyak d doonlot cuman muter""kaya kepala mumet"
Pengguna Google,5,2023-02-14 02:43:29,Oke....terima kasih
Pengguna Google,1,2023-02-14 02:38:48,Aplikasi kenapa tidak bisa dibuka padahal sinyal bagus!!
Pengguna Google,5,2023-02-14 02:38:02,Mantab
Pengguna Google,5,2023-02-14 02:17:11,Mantab
Pengguna Google,5,2023-02-14 02:16:21,Sangat baik dan bermanfaat
Pengguna Google,5,2023-02-14 02:13:49,Wah makin maju Indonesia
Pengguna Google,5,2023-02-14 02:12:52,Mantappppl
Pengguna Google,5,2023-02-14 02:10:13,Juos
Pengguna Google,1,2023-02-14 02:09:55,"Harus,,, minta barkot dulu ke dukcapil,,, ujung-ujungnya sama saja,,,"
Pengguna Google,5,2023-02-14 02:09:02,Mantull
Pengguna Google,5,2023-02-14 02:07:52,penuh inovasi
Pengguna Google,5,2023-02-14 01:51:33,Grade
Pengguna Google,5,2023-02-14 01:44:13,Ok
Pengguna Google,5,2023-02-14 01:29:47,Mantulll
Pengguna Google,1,2023-02-14 01:08:24,"Kocak sih nih aplikasi, katanya digital. Tapi knapa masih tetep manual ke kantor dukcapil. Bisa kali QR Codenya dikirim lewat email, kan udah input 2 kali"
Pengguna Google,5,2023-02-14 01:07:48,Mantabbn
Pengguna Google,1,2023-02-14 00:58:23,Kurang bagus bagaimana kalau hp hilang terus warga butuh KTP.....
Pengguna Google,5,2023-02-14 00:55:01,kerennnn
Pengguna Google,5,2023-02-14 00:54:06,Mantabb
Pengguna Google,2,2023-02-14 00:50:10,Saya mau mendaftar...saya kira langsung saja lewat ponsel bisa...tpi kok waktu habis ngisi data trus foto wajah harus melalui persetujuan dinas setempat ? Jadi kita harus kesana gitu ? 🙄
Pengguna Google,1,2023-02-14 00:40:40,Ngga jelas nih apk
Pengguna Google,3,2023-02-14 00:28:38,Masih bingung aplikasinya... sudah isi data terus minta pindai QR... masalahnya dimana QR yg mau dipindai???
Pengguna Google,5,2023-02-13 23:39:35,Sangat membantu
Pengguna Google,1,2023-02-13 20:03:17,"No rekomendasi ,aplikasi ribet daftar dsruh scan barcode,somplak UNINSTAL Langsung"
Pengguna Google,1,2023-02-13 19:49:43,"Negri Teknologi Setengah hati,teknologi yg dipaksakan,gak imbang dengan SDM Yang masih Gaptek"
Pengguna Google,1,2023-02-13 17:39:35,Ga ada yang beres kayanya app pemerintah ini...bug semua isinya.
Pengguna Google,1,2023-02-13 16:47:55,"Lalap coba lagi terus , Pake telkomsel 4G+"
Pengguna Google,1,2023-02-13 15:49:19,ini Aplikasi yg dibuat haker hati2 jangan diinstal apk ini.
Pengguna Google,1,2023-02-13 15:39:47,"aplikasi apa ini, giliran sdh ambil foto wajah jistru ga bisa verifikasi krn ga ada kata verifikasi yg hrs di klik"
Pengguna Google,1,2023-02-13 14:54:25,"Heran sama pengembang apk di pemkab wonosobo, kurang praktis seperti halnya JKN, udah ada aplikasi ngapain harus datang ke kantor, berarti apknya gak guna dong, niatnya pake apk supaya gak mondar mandir ke kecamatan kok malah ribet"
Pengguna Google,1,2023-02-13 14:14:48,Harus verifikasi dan validasi ke capil juga? Walah ya sama aja
zeinður róesðison,5,2023-02-13 13:53:48,Mantab
Pengguna Google,1,2023-02-13 13:43:51,Saya yakin rentan kebocoran data.
Pengguna Google,3,2023-02-13 13:17:33,"Saya sudah mencob sepertinya bagus aplikasinya, tapi bagaimana mendapatkan kode QRnya?"
Pengguna Google,1,2023-02-13 13:16:34,"Aplikasi ribet ga bermutu n harusnya kirim via email ga usah minta petugas utk validasi scan QR code nya, katanya udh digital tp masih bikin ribet aj.... 👎👎👎"
Pengguna Google,2,2023-02-13 12:55:35,susah buat ambil photo..juga scan ..pokoknya mules....
Pengguna Google,4,2023-02-13 12:53:05,bagus..
Pengguna Google,1,2023-02-13 12:04:13,Jangan-jangan aplikasi scam ini
Pengguna Google,3,2023-02-13 11:25:33,Aplikasi belum sempurna tidak bisa masuk/daftar
Pengguna Google,1,2023-02-13 11:18:37,Aplikasi ribet yang dibahas digital tapi harus kekantor dukcapil buat scan verifikasi barcode....terus buat apa digital mas bro...
Pengguna Google,2,2023-02-13 11:09:42,"Login engga bisa""... Minta QR terus.. Harus Minta sama petugas dukcapil? Apa gbsa gtu daftar mandiri.. Ribet sii aq rasa.. Tlg perbaiki sistemnya agar lebih baik lagi. Ntar kalau udh bagus aq bakal.download lg deh... Skrg aq hapus dlu... Tks"
Pengguna Google,3,2023-02-13 10:52:21,Cara dpt kode qrnya gmn
Pengguna Google,5,2023-02-13 10:45:58,Cara untuk mendapatkan kode QR nya bagaimana min
Pengguna Google,1,2023-02-13 09:58:27,Aplikasi boodoohh idiioottt. Buat apa digital kalo harus scan QR lagi ke DUKCAPIL!!!!!
Pengguna Google,1,2023-02-13 09:54:15,"Bagus dan membantu, tpi terkait documen knpa tidak ada Akta Nikah dan Akta Lahir dri tiap identitas."
Pengguna Google,4,2023-02-13 09:48:26,Kenapa harus scan kode QR
Pengguna Google,1,2023-02-13 09:39:06,"Indonesia ini alih2 mempermudah tp malah bikin ribet, mau registrasi hrs minta QR dari disdukcapil, ini buang2 waktu, kenapa tidak menggunakan face id untuk verifikasi, masa kalah sama aplikasi pinjol, ini aplikasi milik pemerintah loh, pastinya IT nya diatas pinjol logikanya, pengen digital tp ada prosedur manual mending KTP-El aja lah, tinggal tarik keluar dari dompet... Selesai 🤣🤣🤣"
Pengguna Google,1,2023-02-13 09:14:26,barcode tidak pernah dikirim
Pengguna Google,2,2023-02-13 09:04:39,Aktivasi masih harus ke Dinas Dukcapil utk Scan QR Code. Kenapa nggak di ganti kirim ke email atau OTP via no HP
Pengguna Google,1,2023-02-13 08:49:23,Coba lagi coba lagi trus.solusinya apa woyy. Pak aplikasinya yang ngemudahin masyarakat pak bukan mrmpersulit kek gini
Deri Nofia,5,2023-02-13 08:44:10,Mantap
Pengguna Google,1,2023-02-13 08:36:14,Tidak bisa log in
Pengguna Google,1,2023-02-13 08:34:44,"Baru coba, install, setelah selesai coba open appk nya... Naach, ""terjadi kesalahan koneksi"". 😀😀😀😀 Coba keluar dan reboot hp utk mmastikan kembali, apakah app rusak atau blom siap pakai oleh masyarakat umum."
Pengguna Google,5,2023-02-13 08:30:14,Good Aplikasi
Pengguna Google,1,2023-02-13 08:29:32,Tidak bisa akses pendaftaran padahal sudah sesuai dengan alamat e-mail dan nomer hp
Pengguna Google,5,2023-02-13 08:29:06,Kerennn
Pengguna Google,5,2023-02-13 08:17:13,Sangat membantu
Pengguna Google,5,2023-02-13 08:16:10,Kerennn
Pengguna Google,2,2023-02-13 08:03:40,"kartu BPJS ketenagakerjaan saya tadinya ada di aplikasi IKD, kok sekarang hilang. tolong dibenahi dulu aplikasinya, sebelum dikonsumsi publik. kalau memang masih pengembangan, jangan dishare dulu"
Pengguna Google,4,2023-02-13 07:59:15,"Aplikasi bagus dari pusat yang harus segera diselesaikan fasilitas (fitur-fitur) lainnya agar lebih lengkap, karena dukcapil di daerah banyak cacat dan pungli di birokrasinya.. terlalu bertele-tele sdm nya sangat parah dari tingkat desa, kecamatan hingga dinas dukcapil daerah"
Pengguna Google,5,2023-02-13 07:58:11,Ok
Pengguna Google,5,2023-02-13 07:40:55,Ok banget
Pengguna Google,5,2023-02-13 07:38:55,Kerennnnnn
Pengguna Google,5,2023-02-13 07:36:12,Kereeennn
Pengguna Google,1,2023-02-13 07:29:41,"Terlalu ribet dan bikin susah, sekarang 1 aplikasi 1 ktp kalo dalam KK ada 6 keluarga berarti setiap org harus Download aplikasi dong"
Pengguna Google,1,2023-02-13 07:28:26,Aplikasi kurang modal
Pengguna Google,5,2023-02-13 07:08:37,Luar biasa
Pengguna Google,4,2023-02-13 06:51:39,Berapa lama batas waktu untuk verifikasi/aktivasi QR setelah daftar atau buat akun di app IKD
Pengguna Google,5,2023-02-13 06:42:15,Sangat bermanfaat
Pengguna Google,1,2023-02-13 06:34:22,"NGELOADING TEROOSSSZZZT,,,VAYAH"
Pengguna Google,1,2023-02-13 06:17:14,Saya sudah download di hp android dengan type yang disebutkan. Dan setelah download juga sudah saya mendaftar sesuai dengan yang diperintahkan. Akan tetapi kenapa pada saat saya selesai berfoto diminta kode scan QR yang diberikan oleh petugas. Bagaimana cara mendapatkannya??? sementara kan mau save KTP digital. Trimakasih
Pengguna Google,3,2023-02-13 06:01:44,"Kita mau buat KTP di gital tapi harus minta barcode ke kecamatan atau Dinas kependudukan ,ini kan bikin ribet ,apa tidak sarat itu di hapuskan saja biar lebih gampang"
Pengguna Google,1,2023-02-13 05:44:47,"Selesai isi data, gak jelas lanjutannya. Data tidak tersimpan, yg ada pilihan isi data dan cek status, di pilih cek status malah kembali ke menu awal"
Pengguna Google,4,2023-02-13 05:28:13,Masih ada beberapa fitur yg belum ready
Pengguna Google,1,2023-02-13 05:09:39,"bikin KTP di kedoya selatan,jakarta barat,dateng foto,wajib bikin akte kedua orang tua dulu 5 kali balik baru di acc persyaratan susah banget dan ngomongnya gak sekalian,,biar dibikin bolak balik ,,3 bulan lagi dateng buat ambil ktp,,setelah tiga bulan berlalu dateng katanya wajib suruh download aplikasi ini,,aplikasi di download dibuka coba lagi coba lagi terus,dibuat sesusah itukah pembutan KTP,akhirnya gagal lagi bikin KTP,,"
Pengguna Google,5,2023-02-13 05:06:52,Ok
Pengguna Google,5,2023-02-13 04:59:11,"Sangat membantu sekali,kita tidak perlu membawa KTP dan KK pada saat keadaan yg tidak terduga"
Pengguna Google,5,2023-02-13 04:51:46,Sangat memuaskan
Pengguna Google,5,2023-02-13 04:45:09,Okey
Pengguna Google,1,2023-02-13 04:44:27,"tulis dong minimum os harus os android 8, pantesan aj ""coba lagi"" , ""terjadi kesalahan koneksi"" yang bener donk bikin aplikasi"
Pengguna Google,1,2023-02-13 04:37:22,"Fix, aplikasi belum siap sudah dirilis. Pak tito pak tito.... parah nih aplikasi resmi kemendagri. Kalah sama aplikasi bikinan anak lugu."
Pengguna Google,5,2023-02-13 03:54:35,Mempermudah data
Pengguna Google,1,2023-02-13 03:54:17,sudah isi data tapi lama dapat QR code nya
Pengguna Google,5,2023-02-13 03:51:38,Bagus
Pengguna Google,1,2023-02-13 03:45:55,ngak bisa digunakan. buat daftar
Pengguna Google,5,2023-02-13 03:44:26,Bagus
Pengguna Google,5,2023-02-13 03:31:43,Idk mantap👍👍
Pengguna Google,5,2023-02-13 03:30:39,Sangat memuaskan
Pengguna Google,5,2023-02-13 03:30:14,"Layanan mempermudah,dngan pelayanan memuaskan."
Pengguna Google,1,2023-02-13 03:11:20,Ribet sama aja bohong!!! karena kode QR nya di kantor dukcapil !!!
Pengguna Google,1,2023-02-13 03:11:15,Aplikasi ini benar2 menyusahkan masyarakat sbb harus antri lagi ke dukcapil hanya untuk barcode saja lalu signal di kantor dukcapil Karawang sangat buruk padahal ada wifi tp sepertinya sengaja di lemahkan signalnya atau tidak seimbang dengan jumlah User mhn pemerintah jika ingin meluncurkan aplikasi atau apapun melakukan penelitian dulu jangan hanya temannya saja baik tp isinya nihil.Masyarakat diusahakan terus
Pengguna Google,4,2023-02-13 03:10:18,Sangat penting dan mempermudah untuk segala urusan yg berhubungan identitas
Pengguna Google,1,2023-02-13 03:08:59,Security nya cukup aman tpi blm begitu yakin untuk kedepannya
Pengguna Google,5,2023-02-13 02:59:04,Perlu ditingkatkan keamanan aplikasinya dan kemampuan server disaat diakses banyak orang. TOLONG SERVER DAN KEAMANANNYA DITINGKATKAN
Pengguna Google,5,2023-02-13 02:42:53,Good
Pengguna Google,5,2023-02-13 02:25:32,Bagus
Pengguna Google,1,2023-02-13 02:19:05,"NGERIBETIN MASYAKARAT Mayoritas indo rata"" menengah kebawah skrg minta semua serba digital, nggak mikir pemerintah??"
Pengguna Google,5,2023-02-13 01:59:49,Sangat mudah
Pengguna Google,1,2023-02-13 01:58:37,"Kirain bisa daftar secara online, ternyata harus ke dukcapil secara langsung,harus scan barcode yg di keluarkan oleh dukcapil.. jd buat apa aplikasi ini?"
Pengguna Google,5,2023-02-13 01:42:40,Mantap
Pengguna Google,1,2023-02-13 01:41:19,Gak bisa di buka koneksi gagal teroooss
Pengguna Google,5,2023-02-13 00:58:22,Mamtap
Pengguna Google,5,2023-02-13 00:41:54,"Aplikasi memudahkan masyarakat, semoga d tingkatkan lagi"
Pengguna Google,5,2023-02-13 00:38:04,Mantap
Pengguna Google,1,2023-02-13 00:26:35,aplikasi nya ga bisa di buka
Pengguna Google,1,2023-02-13 00:13:19,Di menu daftar gaada tombol next
Pengguna Google,1,2023-02-12 23:46:13,"Ngga nyakin dengan keamanannya, apk belum sempurna udah disuruh pakai aja. Kapan kapok ya sih. Data2 penting orang banyak ko coba2"
Pengguna Google,5,2023-02-12 22:36:35,Bagus
Pengguna Google,5,2023-02-12 18:33:27,Baik
Pengguna Google,1,2023-02-12 17:46:59,Pemerintah pusat tolong di kasih kode QR secara online bagi penduduk yang berada di luar daerah/ yang sedang berada di luar domisili asal
Pengguna Google,1,2023-02-12 17:43:07,"Ternyata harus punya kode QR dari petugas dukcapil setempat, tidak sesimpel yg aku pikirkan 😁"
Pengguna Google,1,2023-02-12 17:38:32,"Gak bisa,selalu kesalahan koneksi"
Pengguna Google,1,2023-02-12 11:36:59,Tidak bisa install
Pengguna Google,4,2023-02-12 11:11:02,Tidak bisa login.... Mohon infonya dan segera dioptimalkan aplikasinya
Pengguna Google,1,2023-02-12 10:37:00,QRnya dimana?masa iy harus ke dukcapil dulu
Pengguna Google,3,2023-02-12 10:35:58,"Cara mendapat QR gmn y,apa masih kudu ke dinas kependudukan.???mohon penjelasannya."
Pengguna Google,4,2023-02-12 10:33:54,min gimna gabisa digunakan nik bnar giliran barkot ga bisa😄
Pengguna Google,1,2023-02-12 09:56:56,Ngk bisa di buka
Pengguna Google,1,2023-02-12 09:12:58,"apl ini hanya maen2,membuat apl ini menggunakan dana rakyat, di pakai nya tidak maksimal, gk jelas gk jelas"
Pengguna Google,3,2023-02-12 08:37:16,Saya ingin daftar identitas kependudukan digital. Tapi setelah foto disuruh pindah qr code. Bagaimana cara dapat qr codenya?
Pengguna Google,5,2023-02-12 07:55:05,Mantebb
Pengguna Google,1,2023-02-12 07:35:10,Payah amat masuknya
Pengguna Google,5,2023-02-12 06:35:29,oke mantap..mempermudah semua serba digital
Pengguna Google,1,2023-02-12 06:16:12,"Saya sdh masukin data, tp verifikasi wajah diulang lg melulu, kenapa???"
Pengguna Google,1,2023-02-12 05:47:24,Sebenarnya aplikasi ini sudah bisa dipakai atau belum siap ya?
Pengguna Google,3,2023-02-12 05:40:00,Masih belum 100 persen optimal Tolong lbh d kembangkan lagi
Pengguna Google,1,2023-02-12 05:39:31,"Belum bisa daftar, pengambilan foto wajah tidak bekerja."
Pengguna Google,3,2023-02-12 05:37:03,Untuk device sony tidak bisa untuk mengambil foto
Pengguna Google,5,2023-02-12 05:28:08,Bagus
Pengguna Google,1,2023-02-12 05:16:08,Cara dapat barcode nya gimana? Apakah hrs minta ke petuhas dukcapil duli?
"IR .w , SE",1,2023-02-12 04:59:55,Pake scan barcode segala....dodolll
Pengguna Google,1,2023-02-12 04:35:43,"Aplikasi buat bingung, ga jelas flownya, udah isi data dan foto selanjutnya bgm? .."
Pengguna Google,1,2023-02-12 04:33:15,Seperti aplikasi pemerintah pada umumnya 😁
Pengguna Google,5,2023-02-12 04:09:39,Bagus
Pengguna Google,5,2023-02-12 03:30:11,"Layanan cepat, free dan gak bertele tele / helpfull"
Pengguna Google,1,2023-02-12 03:12:47,Belum bisa cetak KIA anak lewat online
Pengguna Google,5,2023-02-12 02:56:17,Oke mantap
Pengguna Google,5,2023-02-12 02:40:00,Bagus dan keren
Pengguna Google,5,2023-02-12 02:35:22,Sukses dan keren
Pengguna Google,5,2023-02-12 02:30:04,Ktp digital ok
Pengguna Google,5,2023-02-12 02:12:09,Bagus
